product_id,category,brand_tier,price_usd,promo,endcap,facings,shelf_height_cm,aisle_distance_from_entrance_m,bay_position_1_to_10,distance_from_shopper_cm,traffic_per_hour,weeks_on_shelf,competitor_price_gap,stockouts_per_week,sales_units_week,revenue_usd,conversion_rate,week_start
1002,Snacks,Mainstream,3.46,0,1,2,43.4,57.1,4,1.5,164.0,33,-0.008,0,0,0.0,0.0,2025-10-27
1003,Beverages,Value,2.35,0,0,2,95.8,49.9,5,0.5,143.0,15,-0.154,0,35,82.25,0.002914,2025-10-27
1004,Beverages,Mainstream,3.14,0,0,6,168.4,23.8,6,0.5,174.9,40,-0.033,0,56,175.84,0.003811,2025-10-27
1005,Cereal,Value,4.4,0,1,1,113.7,3.4,9,3.5,392.2,25,0.065,2,93,409.2,0.002823,2025-10-27
1006,Snacks,Mainstream,3.13,1,0,1,83.7,31.1,7,1.5,136.3,51,-0.001,0,12,37.56,0.001048,2025-10-27
1007,Household,Mainstream,7.88,0,1,1,166.3,22.6,10,4.5,319.9,13,-0.212,3,88,693.44,0.003275,2025-10-27
1008,Snacks,Value,3.0,0,0,5,88.3,7.4,7,1.5,285.5,44,-0.041,0,37,111.0,0.001543,2025-10-27
1009,Personal Care,Value,3.93,0,0,4,106.4,6.4,5,0.5,345.0,26,-0.07,1,75,294.75,0.002588,2025-10-27
1010,Snacks,Mainstream,3.47,0,0,6,47.5,9.2,6,0.5,262.0,5,0.029,0,1,3.47,4.5e-05,2025-10-27
1011,Personal Care,Value,4.8,0,1,2,140.6,12.3,7,1.5,236.5,37,0.013,1,125,600.0,0.006292,2025-10-27
1012,Cereal,Premium,6.87,0,0,3,135.0,45.2,9,3.5,192.4,11,-0.062,0,39,267.93,0.002414,2025-10-27
1013,Snacks,Mainstream,3.37,0,0,4,149.1,22.9,3,2.5,206.4,8,-0.068,0,74,249.38,0.004268,2025-10-27
1014,Household,Mainstream,7.59,0,0,1,78.8,26.2,3,2.5,163.0,28,0.01,0,5,37.95,0.000365,2025-10-27
1015,Snacks,Value,3.02,1,0,6,95.4,35.9,3,2.5,185.3,41,0.144,0,38,114.76,0.002441,2025-10-27
1016,Beverages,Mainstream,2.62,0,0,5,55.3,57.6,1,4.5,137.2,14,0.042,0,0,0.0,0.0,2025-10-27
1017,Personal Care,Premium,5.96,1,0,1,174.7,45.4,7,1.5,125.2,33,0.213,0,19,113.24,0.001806,2025-10-27
1018,Personal Care,Value,5.22,0,0,6,42.9,38.7,10,4.5,145.3,1,0.17,0,0,0.0,0.0,2025-10-27
1019,Beverages,Mainstream,3.37,0,0,3,127.4,44.6,7,1.5,135.8,10,0.225,0,47,158.39,0.004119,2025-10-27
1020,Snacks,Value,3.06,0,0,3,135.8,43.2,1,4.5,114.3,40,0.205,0,52,159.12,0.005418,2025-10-27
1021,Household,Mainstream,8.12,0,0,6,53.7,41.4,4,1.5,126.0,1,0.234,0,1,8.12,9.4e-05,2025-10-27
1022,Personal Care,Mainstream,6.1,0,0,4,84.8,29.8,10,4.5,230.4,19,-0.173,0,8,48.8,0.000413,2025-10-27
1023,Household,Mainstream,7.48,0,0,2,36.5,34.0,1,4.5,158.9,27,0.097,0,0,0.0,0.0,2025-10-27
1024,Cereal,Mainstream,4.56,1,0,5,113.5,27.7,7,1.5,162.2,4,0.183,0,50,228.0,0.00367,2025-10-27
1025,Personal Care,Mainstream,6.53,0,0,5,179.2,23.7,5,0.5,186.2,51,0.21,0,31,202.43,0.001983,2025-10-27
1026,Snacks,Value,3.13,0,0,2,94.5,16.2,10,4.5,271.6,27,-0.116,0,29,90.77,0.001271,2025-10-27
1027,Household,Value,5.72,1,0,5,178.5,21.3,6,0.5,155.3,18,0.099,0,32,183.04,0.002452,2025-10-27
1028,Snacks,Premium,4.08,0,0,4,48.9,25.7,6,0.5,198.8,51,0.011,0,1,4.08,6e-05,2025-10-27
1029,Personal Care,Mainstream,5.63,1,0,2,88.9,34.8,8,2.5,231.0,30,0.277,0,13,73.19,0.00067,2025-10-27
1030,Snacks,Mainstream,2.95,1,0,3,165.3,30.0,9,3.5,238.2,36,-0.208,0,114,336.3,0.005697,2025-10-27
1031,Cereal,Mainstream,5.35,1,0,6,161.5,6.5,6,0.5,306.4,5,-0.115,0,150,802.5,0.005829,2025-10-27
1032,Personal Care,Value,4.24,1,0,2,78.5,20.4,8,2.5,259.3,9,-0.272,0,21,89.04,0.000964,2025-10-27
1033,Cereal,Value,4.4,0,0,5,131.8,22.6,9,3.5,247.9,3,0.022,0,71,312.4,0.00341,2025-10-27
1034,Household,Value,5.64,0,0,5,162.9,42.4,6,0.5,134.4,27,0.34,0,25,141.0,0.002214,2025-10-27
1035,Snacks,Premium,4.25,0,0,6,145.0,20.0,8,2.5,246.6,44,-0.007,0,87,369.75,0.004201,2025-10-27
1036,Cereal,Mainstream,4.63,0,0,2,124.3,0.5,4,1.5,414.5,47,0.015,0,122,564.86,0.003504,2025-10-27
1037,Snacks,Mainstream,3.43,0,0,2,52.9,5.1,4,1.5,239.3,30,0.083,0,0,0.0,0.0,2025-10-27
1038,Snacks,Value,3.58,0,0,6,41.0,29.8,1,4.5,192.2,3,-0.017,0,0,0.0,0.0,2025-10-27
1039,Snacks,Value,3.41,0,0,3,122.2,11.3,7,1.5,269.4,33,0.055,1,89,303.49,0.003932,2025-10-27
1040,Beverages,Mainstream,3.1,0,0,4,105.0,29.7,3,2.5,179.5,34,0.059,0,40,124.0,0.002653,2025-10-27
1041,Beverages,Mainstream,2.98,0,0,4,65.7,34.5,9,3.5,161.0,32,-0.127,0,1,2.98,7.4e-05,2025-10-27
1042,Personal Care,Premium,7.47,1,0,4,73.9,56.0,10,4.5,108.1,38,-0.014,0,6,44.82,0.000661,2025-10-27
1043,Personal Care,Mainstream,6.15,0,0,4,88.8,39.3,9,3.5,152.8,29,0.111,0,10,61.5,0.000779,2025-10-27
1044,Personal Care,Mainstream,5.05,0,0,3,104.3,1.9,3,2.5,364.6,37,0.139,0,29,146.45,0.000947,2025-10-27
1045,Beverages,Mainstream,2.97,0,0,3,88.5,22.8,7,1.5,217.7,26,0.195,0,13,38.61,0.000711,2025-10-27
1046,Snacks,Premium,3.64,0,0,3,88.1,47.6,8,2.5,120.2,8,0.05,0,7,25.48,0.000693,2025-10-27
1047,Beverages,Mainstream,3.35,0,0,4,47.4,15.6,6,0.5,206.4,5,0.053,0,2,6.7,0.000115,2025-10-27
1048,Personal Care,Mainstream,6.75,0,0,5,159.8,55.5,6,0.5,98.2,48,0.113,0,21,141.75,0.002545,2025-10-27
1049,Household,Premium,8.81,0,1,4,121.4,31.7,5,0.5,220.5,23,-0.089,0,83,731.23,0.004481,2025-10-27
1050,Beverages,Value,2.05,0,0,5,51.9,5.5,4,1.5,257.6,17,-0.095,0,1,2.05,4.6e-05,2025-10-27
1051,Personal Care,Premium,7.29,0,0,3,93.6,14.5,6,0.5,275.9,16,-0.019,0,30,218.7,0.001294,2025-10-27
1052,Beverages,Value,2.32,0,0,5,92.5,54.4,10,4.5,115.0,3,-0.191,0,20,46.4,0.00207,2025-10-27
1053,Snacks,Mainstream,3.27,0,0,3,120.1,59.5,3,2.5,115.6,50,0.061,0,30,98.1,0.00309,2025-10-27
1054,Beverages,Mainstream,3.18,0,0,3,121.3,51.8,1,4.5,103.2,5,0.157,0,29,92.22,0.003345,2025-10-27
1055,Snacks,Mainstream,3.58,0,0,1,126.8,19.2,1,4.5,192.3,12,-0.107,1,44,157.52,0.002724,2025-10-27
1056,Personal Care,Mainstream,5.23,0,0,2,134.7,46.1,6,0.5,150.8,24,0.065,0,45,235.35,0.003552,2025-10-27
1057,Household,Mainstream,6.55,0,0,5,45.5,13.3,3,2.5,249.9,19,-0.094,0,0,0.0,0.0,2025-10-27
1058,Beverages,Value,2.57,0,0,1,75.7,23.1,5,0.5,195.7,3,-0.152,0,12,30.84,0.00073,2025-10-27
1059,Cereal,Value,4.07,0,0,2,32.6,41.8,10,4.5,153.9,18,0.308,0,0,0.0,0.0,2025-10-27
1060,Personal Care,Value,4.18,1,1,5,98.2,58.1,1,4.5,138.1,41,-0.15,0,42,175.56,0.00362,2025-10-27
1061,Household,Mainstream,6.76,0,0,6,94.4,26.4,2,3.5,156.5,14,-0.192,0,17,114.92,0.001293,2025-10-27
1062,Cereal,Mainstream,5.16,0,0,3,140.1,29.8,3,2.5,217.2,46,0.032,1,62,319.92,0.003398,2025-10-27
1063,Snacks,Value,2.91,0,0,3,55.1,13.2,5,0.5,231.0,19,0.04,0,1,2.91,5.2e-05,2025-10-27
1064,Cereal,Premium,5.42,1,0,4,124.7,24.2,7,1.5,254.5,1,0.1,0,79,428.18,0.003695,2025-10-27
1065,Snacks,Mainstream,3.85,1,0,5,76.0,3.8,2,3.5,242.9,6,0.3,0,10,38.5,0.00049,2025-10-27
1066,Household,Mainstream,5.32,0,0,3,87.3,51.5,2,3.5,119.8,43,-0.117,0,9,47.88,0.000895,2025-10-27
1067,Snacks,Mainstream,3.34,0,0,2,137.9,1.4,1,4.5,302.6,22,-0.087,0,88,293.92,0.003462,2025-10-27
1068,Personal Care,Value,4.39,0,0,3,40.7,41.0,9,3.5,104.8,52,0.241,0,0,0.0,0.0,2025-10-27
1069,Beverages,Mainstream,3.03,0,0,2,81.4,16.4,1,4.5,254.5,42,0.141,0,9,27.27,0.000421,2025-10-27
1070,Snacks,Mainstream,3.69,0,0,5,88.7,28.6,7,1.5,135.4,2,0.12,0,18,66.42,0.001582,2025-10-27
1071,Household,Value,6.65,0,1,1,137.4,16.9,6,0.5,273.1,17,-0.088,5,131,871.15,0.00571,2025-10-27
1072,Cereal,Premium,5.81,1,0,4,59.9,24.0,2,3.5,233.7,38,0.169,0,0,0.0,0.0,2025-10-27
1073,Snacks,Premium,4.63,1,0,1,172.1,32.8,6,0.5,153.3,4,0.12,0,56,259.28,0.004348,2025-10-27
1074,Household,Mainstream,7.13,0,0,6,179.7,38.5,3,2.5,129.5,52,0.028,0,18,128.34,0.001655,2025-10-27
1075,Household,Premium,7.36,1,1,4,152.8,56.4,6,0.5,145.9,9,-0.088,0,111,816.96,0.009055,2025-10-27
1076,Snacks,Premium,5.28,0,0,1,75.0,19.9,2,3.5,206.9,42,0.016,0,4,21.12,0.00023,2025-10-27
1077,Cereal,Mainstream,4.32,0,0,6,129.6,35.1,7,1.5,149.3,44,0.247,0,45,194.4,0.003589,2025-10-27
1078,Snacks,Mainstream,3.64,1,0,4,42.5,54.1,8,2.5,131.3,27,-0.164,0,0,0.0,0.0,2025-10-27
1079,Cereal,Mainstream,5.19,0,0,4,160.7,17.4,1,4.5,189.6,42,-0.12,1,41,212.79,0.002574,2025-10-27
1080,Snacks,Value,3.05,0,0,1,107.4,51.9,6,0.5,105.8,47,-0.094,1,33,100.65,0.003714,2025-10-27
1081,Beverages,Value,2.42,0,0,2,56.5,57.5,7,1.5,115.5,39,-0.062,0,3,7.26,0.000309,2025-10-27
1082,Household,Value,6.45,0,0,5,79.1,50.8,1,4.5,96.2,37,-0.002,0,1,6.45,0.000124,2025-10-27
1083,Household,Mainstream,5.98,0,0,3,150.1,34.2,8,2.5,210.8,21,0.144,1,50,299.0,0.002824,2025-10-27
1084,Personal Care,Mainstream,5.45,0,0,4,160.5,43.3,6,0.5,130.2,16,0.069,0,35,190.75,0.0032,2025-10-27
1085,Household,Mainstream,6.61,0,0,6,108.0,28.9,4,1.5,204.8,46,0.009,0,38,251.18,0.002208,2025-10-27
1086,Personal Care,Mainstream,5.13,0,0,3,102.0,35.8,5,0.5,178.1,12,0.042,0,27,138.51,0.001805,2025-10-27
1087,Personal Care,Value,4.87,0,0,3,142.6,58.5,7,1.5,97.1,22,0.094,0,41,199.67,0.005025,2025-10-27
1088,Personal Care,Mainstream,6.11,0,0,5,153.9,15.1,7,1.5,220.3,27,-0.252,1,68,415.48,0.003674,2025-10-27
1089,Snacks,Mainstream,3.37,0,0,1,144.7,47.6,8,2.5,122.8,21,0.161,0,23,77.51,0.002229,2025-10-27
1090,Snacks,Premium,4.72,0,0,3,87.7,30.4,1,4.5,194.0,20,-0.124,0,6,28.32,0.000368,2025-10-27
1091,Beverages,Premium,3.76,0,1,6,126.3,10.6,8,2.5,279.0,32,-0.067,1,177,665.52,0.007552,2025-10-27
1092,Cereal,Premium,5.7,0,0,2,158.6,38.6,1,4.5,123.4,18,0.051,0,25,142.5,0.002411,2025-10-27
1093,Snacks,Premium,4.25,0,0,2,52.8,47.5,7,1.5,154.5,52,-0.011,0,0,0.0,0.0,2025-10-27
1094,Snacks,Premium,4.23,1,0,3,88.2,34.1,4,1.5,144.8,10,0.073,0,18,76.14,0.00148,2025-10-27
1095,Cereal,Mainstream,4.65,0,0,1,38.5,50.2,1,4.5,123.5,21,0.021,0,0,0.0,0.0,2025-10-27
1096,Snacks,Value,3.1,0,0,1,91.3,22.0,7,1.5,200.1,44,-0.043,0,20,62.0,0.00119,2025-10-27
1097,Beverages,Value,2.6,0,0,2,145.8,54.8,6,0.5,104.4,25,0.229,0,47,122.2,0.00536,2025-10-27
1098,Personal Care,Mainstream,4.68,0,0,6,59.6,38.9,7,1.5,182.2,37,0.106,0,2,9.36,0.000131,2025-10-27
1099,Household,Value,5.04,0,0,2,111.3,48.2,4,1.5,120.5,34,0.045,0,26,131.04,0.002568,2025-10-27
1100,Beverages,Value,2.65,0,0,5,35.5,16.4,3,2.5,218.6,18,0.104,0,1,2.65,5.4e-05,2025-10-27
1101,Beverages,Premium,3.44,0,0,3,164.6,26.8,7,1.5,179.9,39,-0.106,0,55,189.2,0.003639,2025-10-27
1102,Snacks,Value,3.06,1,0,5,153.0,54.6,3,2.5,99.6,13,0.326,0,48,146.88,0.005737,2025-10-27
1103,Personal Care,Premium,7.42,0,1,2,108.7,3.1,9,3.5,340.3,39,-0.163,2,94,697.48,0.003288,2025-10-27
1104,Personal Care,Mainstream,4.83,1,0,6,135.9,24.2,7,1.5,182.8,7,0.017,1,92,444.36,0.00599,2025-10-27
1105,Beverages,Mainstream,2.6,0,1,3,45.6,46.8,10,4.5,201.3,37,-0.043,0,1,2.6,5.9e-05,2025-10-27
1106,Personal Care,Mainstream,6.49,1,0,5,156.8,44.6,1,4.5,145.8,6,-0.049,0,59,382.91,0.004816,2025-10-27
1107,Beverages,Mainstream,3.1,1,0,5,137.3,51.1,6,0.5,109.4,46,-0.068,1,93,288.3,0.010124,2025-10-27
1108,Snacks,Mainstream,3.35,0,0,3,48.0,44.4,6,0.5,152.7,33,-0.116,0,1,3.35,7.8e-05,2025-10-27
1109,Household,Value,5.41,0,0,5,177.1,56.8,9,3.5,80.9,3,0.178,0,8,43.28,0.001177,2025-10-27
1110,Beverages,Premium,3.55,0,0,1,33.4,29.9,5,0.5,216.3,6,-0.181,0,0,0.0,0.0,2025-10-27
1111,Beverages,Mainstream,2.65,0,0,3,124.3,37.5,10,4.5,183.7,10,0.148,1,48,127.2,0.00311,2025-10-27
1112,Snacks,Value,3.24,0,0,3,55.8,50.9,3,2.5,161.8,50,0.097,0,2,6.48,0.000147,2025-10-27
1113,Cereal,Mainstream,4.62,1,0,6,137.9,42.1,9,3.5,160.5,31,-0.057,0,88,406.56,0.006529,2025-10-27
1114,Household,Mainstream,7.8,1,0,6,40.6,6.1,6,0.5,302.3,15,0.08,0,0,0.0,0.0,2025-10-27
1115,Household,Mainstream,6.72,0,0,5,42.2,22.0,10,4.5,250.0,15,-0.024,0,0,0.0,0.0,2025-10-27
1116,Beverages,Mainstream,2.69,0,0,6,99.9,33.2,3,2.5,150.1,2,-0.165,0,29,78.01,0.0023,2025-10-27
1117,Beverages,Value,2.44,0,0,6,179.1,45.3,3,2.5,121.9,11,-0.164,0,39,95.16,0.003808,2025-10-27
1118,Personal Care,Mainstream,4.22,0,0,5,71.5,32.6,6,0.5,165.1,45,0.098,0,8,33.76,0.000577,2025-10-27
1119,Snacks,Value,2.93,0,0,4,121.9,46.7,6,0.5,154.6,32,0.091,0,70,205.1,0.005392,2025-10-27
1120,Household,Value,5.84,0,0,2,107.8,50.3,2,3.5,103.0,20,0.036,0,10,58.4,0.001156,2025-10-27
1121,Personal Care,Value,5.07,0,0,5,156.3,15.9,7,1.5,201.5,2,-0.059,0,67,339.69,0.003958,2025-10-27
1122,Beverages,Mainstream,2.48,0,0,2,73.3,37.0,5,0.5,158.3,18,-0.029,0,6,14.88,0.000451,2025-10-27
1123,Personal Care,Mainstream,6.17,0,0,2,113.2,33.4,2,3.5,182.6,20,-0.049,0,22,135.74,0.001434,2025-10-27
1124,Beverages,Mainstream,3.25,0,1,6,172.6,13.6,6,0.5,274.0,7,-0.262,1,179,581.75,0.007776,2025-10-27
1125,Snacks,Value,3.36,0,1,1,79.9,29.4,7,1.5,245.7,32,0.009,0,21,70.56,0.001017,2025-10-27
1126,Cereal,Value,4.22,0,0,1,95.9,32.9,1,4.5,203.4,35,0.078,0,14,59.08,0.000819,2025-10-27
1127,Cereal,Mainstream,5.52,1,0,4,163.3,49.0,10,4.5,143.7,52,0.01,0,37,204.24,0.003066,2025-10-27
1128,Personal Care,Value,4.03,1,0,4,79.9,27.7,7,1.5,194.1,19,0.265,0,18,72.54,0.001104,2025-10-27
1129,Personal Care,Mainstream,5.9,0,0,1,87.1,4.9,3,2.5,286.5,15,-0.151,0,13,76.7,0.00054,2025-10-27
1130,Household,Premium,8.09,0,0,3,75.6,29.2,8,2.5,231.3,43,-0.099,0,8,64.72,0.000412,2025-10-27
1131,Household,Mainstream,5.93,0,0,2,151.4,50.3,9,3.5,117.3,19,0.02,0,26,154.18,0.002638,2025-10-27
1132,Cereal,Premium,5.57,0,0,2,169.6,34.3,10,4.5,185.7,33,0.037,0,27,150.39,0.001731,2025-10-27
1133,Beverages,Value,2.54,0,1,2,124.7,19.1,8,2.5,366.0,39,-0.285,3,266,675.64,0.008653,2025-10-27
1134,Personal Care,Value,4.3,0,0,5,123.5,55.3,3,2.5,120.1,46,0.09,0,28,120.4,0.002775,2025-10-27
1135,Household,Mainstream,7.26,0,1,3,88.5,9.3,2,3.5,285.8,17,0.037,0,14,101.64,0.000583,2025-10-27
1136,Snacks,Mainstream,2.91,0,0,6,31.9,19.6,3,2.5,179.5,33,-0.318,0,0,0.0,0.0,2025-10-27
1137,Snacks,Premium,3.53,0,0,1,56.1,26.2,9,3.5,181.1,7,-0.018,0,0,0.0,0.0,2025-10-27
1138,Snacks,Value,3.4,0,0,5,52.1,44.3,4,1.5,146.8,41,-0.121,0,1,3.4,8.1e-05,2025-10-27
1139,Beverages,Mainstream,3.27,0,0,6,47.4,50.1,4,1.5,125.5,3,-0.068,0,0,0.0,0.0,2025-10-27
1140,Personal Care,Mainstream,4.94,0,0,3,128.1,3.5,9,3.5,415.3,37,-0.201,2,115,568.1,0.003296,2025-10-27
1141,Snacks,Mainstream,3.49,0,0,5,50.5,47.5,3,2.5,132.0,11,0.062,0,0,0.0,0.0,2025-10-27
1142,Personal Care,Value,5.17,0,0,3,42.8,43.2,5,0.5,128.3,25,0.264,0,0,0.0,0.0,2025-10-27
1143,Personal Care,Premium,7.16,0,0,4,87.4,53.7,3,2.5,92.3,4,0.04,0,4,28.64,0.000516,2025-10-27
1144,Personal Care,Value,4.74,1,0,6,67.4,54.0,4,1.5,129.7,36,-0.324,0,3,14.22,0.000275,2025-10-27
1145,Snacks,Premium,4.87,1,0,4,51.9,46.7,6,0.5,125.8,26,0.043,0,0,0.0,0.0,2025-10-27
1146,Snacks,Mainstream,3.24,0,0,4,51.9,11.4,8,2.5,203.2,35,-0.029,0,0,0.0,0.0,2025-10-27
1147,Personal Care,Mainstream,5.51,1,0,6,68.4,18.8,3,2.5,220.3,19,-0.165,0,5,27.55,0.00027,2025-10-27
1148,Personal Care,Mainstream,5.48,0,0,3,110.5,56.2,1,4.5,89.6,1,0.053,0,23,126.04,0.003056,2025-10-27
1149,Snacks,Premium,4.25,0,0,2,143.7,35.9,7,1.5,146.4,31,0.132,1,37,157.25,0.003008,2025-10-27
1150,Household,Value,5.71,0,0,5,157.9,32.3,6,0.5,167.8,37,-0.1,0,53,302.63,0.00376,2025-10-27
1151,Beverages,Value,2.56,0,1,5,142.7,54.9,7,1.5,116.4,35,-0.247,1,130,332.8,0.013298,2025-10-27
1152,Household,Mainstream,7.01,0,0,2,124.2,52.5,5,0.5,104.2,14,-0.302,1,37,259.37,0.004228,2025-10-27
1153,Beverages,Mainstream,2.69,1,0,5,166.1,43.6,8,2.5,119.5,38,-0.1,1,74,199.06,0.007369,2025-10-27
1154,Beverages,Value,2.75,0,0,1,108.0,52.9,7,1.5,99.7,29,-0.023,0,30,82.5,0.003583,2025-10-27
1155,Cereal,Value,3.85,0,0,2,125.0,6.8,8,2.5,240.0,11,-0.077,3,90,346.5,0.004465,2025-10-27
1156,Beverages,Mainstream,2.93,0,0,6,91.7,45.5,8,2.5,119.9,6,-0.102,0,18,52.74,0.001787,2025-10-27
1157,Beverages,Value,2.47,0,0,4,79.1,57.9,5,0.5,87.8,17,0.085,0,10,24.7,0.001356,2025-10-27
1158,Beverages,Value,2.63,0,0,4,79.8,2.9,4,1.5,329.5,2,0.069,0,14,36.82,0.000506,2025-10-27
1159,Snacks,Premium,3.53,0,0,4,52.2,13.4,6,0.5,252.3,38,0.03,0,0,0.0,0.0,2025-10-27
1160,Personal Care,Mainstream,6.0,0,1,1,149.5,47.6,7,1.5,184.5,1,0.122,2,68,408.0,0.004387,2025-10-27
1161,Beverages,Premium,3.49,1,0,6,38.3,31.2,6,0.5,227.5,3,-0.098,0,1,3.49,5.2e-05,2025-10-27
1162,Personal Care,Premium,7.75,0,0,2,131.2,5.2,6,0.5,319.3,9,-0.164,1,84,651.0,0.003132,2025-10-27
1163,Personal Care,Value,4.45,0,0,5,159.7,16.1,4,1.5,248.2,17,-0.078,0,69,307.05,0.00331,2025-10-27
1164,Beverages,Mainstream,2.98,1,0,6,104.6,19.4,2,3.5,242.4,2,-0.089,0,83,247.34,0.004077,2025-10-27
1165,Beverages,Mainstream,3.62,0,0,2,40.5,19.3,5,0.5,233.5,33,-0.308,0,3,10.86,0.000153,2025-10-27
1166,Household,Mainstream,6.8,0,1,4,94.3,52.7,9,3.5,140.6,7,-0.082,0,26,176.8,0.002202,2025-10-27
1167,Personal Care,Value,5.28,0,1,1,81.5,39.7,8,2.5,179.9,42,0.166,0,8,42.24,0.000529,2025-10-27
1168,Cereal,Value,4.26,0,0,4,177.8,44.1,8,2.5,113.7,30,0.12,0,21,89.46,0.0022,2025-10-27
1169,Personal Care,Value,4.86,0,0,3,133.7,0.8,8,2.5,357.0,5,0.079,2,99,481.14,0.003301,2025-10-27
1170,Beverages,Mainstream,3.01,0,1,1,138.2,25.7,10,4.5,238.4,21,0.02,6,112,337.12,0.005594,2025-10-27
1171,Snacks,Premium,4.75,0,0,5,107.4,19.1,3,2.5,271.6,8,0.217,0,38,180.5,0.001666,2025-10-27
1172,Personal Care,Mainstream,5.13,0,0,6,136.4,51.1,8,2.5,132.1,51,-0.159,0,39,200.07,0.003516,2025-10-27
1173,Snacks,Mainstream,3.16,0,0,1,138.4,57.2,1,4.5,92.7,31,-0.145,0,28,88.48,0.003594,2025-10-27
1174,Personal Care,Premium,6.44,0,0,6,40.0,25.4,3,2.5,232.1,43,0.169,0,0,0.0,0.0,2025-10-27
1175,Cereal,Mainstream,5.04,0,0,6,63.4,58.4,1,4.5,67.8,20,0.004,0,1,5.04,0.000176,2025-10-27
1176,Personal Care,Value,4.56,0,1,4,31.9,0.9,5,0.5,525.2,8,-0.101,0,0,0.0,0.0,2025-10-27
1177,Snacks,Premium,4.68,0,0,6,106.5,19.5,2,3.5,177.1,13,0.083,0,29,135.72,0.001949,2025-10-27
1178,Snacks,Mainstream,3.98,0,0,2,161.4,46.5,4,1.5,136.0,22,-0.066,1,41,163.18,0.003589,2025-10-27
1179,Beverages,Value,2.31,1,0,5,121.4,21.6,2,3.5,221.5,41,-0.126,0,151,348.81,0.008117,2025-10-27
1180,Beverages,Mainstream,2.78,0,0,5,105.0,55.3,1,4.5,125.4,23,-0.13,0,35,97.3,0.003322,2025-10-27
1181,Personal Care,Premium,5.94,0,0,4,168.9,13.1,5,0.5,234.4,49,0.048,0,43,255.42,0.002184,2025-10-27
1182,Beverages,Value,3.11,0,0,6,55.8,47.7,5,0.5,89.3,19,0.031,0,0,0.0,0.0,2025-10-27
1183,Beverages,Mainstream,3.08,0,1,6,41.2,12.1,5,0.5,299.0,13,0.228,0,0,0.0,0.0,2025-10-27
1184,Beverages,Value,2.67,0,0,5,167.6,11.8,4,1.5,244.4,26,-0.044,1,94,250.98,0.004578,2025-10-27
1185,Beverages,Value,2.22,1,0,4,165.4,26.7,5,0.5,137.8,6,-0.046,1,129,286.38,0.011142,2025-10-27
1186,Personal Care,Value,4.67,0,0,6,132.4,56.7,1,4.5,103.7,35,0.216,0,26,121.42,0.002986,2025-10-27
1187,Snacks,Mainstream,3.67,0,0,4,66.9,35.1,5,0.5,134.9,6,0.148,0,4,14.68,0.000353,2025-10-27
1188,Household,Premium,8.52,0,0,4,175.5,38.1,9,3.5,164.6,34,0.022,0,12,102.24,0.000868,2025-10-27
1189,Beverages,Value,2.83,1,1,2,144.8,0.6,2,3.5,381.0,20,-0.234,4,373,1055.59,0.011654,2025-10-27
1190,Personal Care,Value,5.88,0,0,2,131.1,3.4,2,3.5,401.2,19,-0.122,0,86,505.68,0.002552,2025-10-27
1191,Snacks,Value,2.7,0,0,6,63.4,4.0,8,2.5,284.2,32,-0.158,0,12,32.4,0.000503,2025-10-27
1192,Snacks,Value,2.68,0,0,3,107.0,49.2,6,0.5,127.7,37,0.005,0,30,80.4,0.002798,2025-10-27
1193,Household,Mainstream,6.4,1,0,4,153.4,14.2,3,2.5,233.3,49,-0.076,1,98,627.2,0.005002,2025-10-27
1194,Household,Mainstream,8.21,0,0,5,159.0,19.7,8,2.5,169.1,16,0.24,0,23,188.83,0.00162,2025-10-27
1195,Household,Mainstream,7.76,1,0,2,114.2,36.6,4,1.5,149.3,43,-0.236,0,45,349.2,0.003589,2025-10-27
1196,Beverages,Mainstream,2.95,1,0,2,108.4,35.0,7,1.5,177.8,44,-0.174,2,80,236.0,0.005357,2025-10-27
1197,Beverages,Mainstream,3.0,0,0,1,134.7,24.6,6,0.5,214.0,52,0.037,1,89,267.0,0.004951,2025-10-27
1198,Personal Care,Value,4.3,1,0,2,109.2,0.3,2,3.5,304.7,51,0.078,2,70,301.0,0.002735,2025-10-27
1199,Snacks,Value,3.24,0,0,4,92.7,27.0,8,2.5,149.9,42,-0.388,0,24,77.76,0.001905,2025-10-27
1200,Personal Care,Premium,6.61,0,0,5,42.8,44.3,7,1.5,145.2,16,-0.26,0,0,0.0,0.0,2025-10-27
1201,Cereal,Mainstream,4.86,0,0,2,48.9,14.1,3,2.5,257.0,37,-0.04,0,1,4.86,4.6e-05,2025-10-27
1202,Cereal,Premium,6.63,1,0,3,144.0,42.5,8,2.5,155.2,41,0.203,0,51,338.13,0.003912,2025-10-27
1203,Personal Care,Premium,6.73,0,0,2,33.7,0.9,7,1.5,301.6,16,0.283,0,0,0.0,0.0,2025-10-27
1204,Personal Care,Mainstream,5.36,0,0,5,37.8,54.5,9,3.5,83.6,43,-0.062,0,0,0.0,0.0,2025-10-27
1205,Beverages,Premium,3.74,0,0,4,165.7,57.0,9,3.5,110.9,37,-0.026,0,29,108.46,0.003114,2025-10-27
1206,Beverages,Mainstream,3.24,0,0,1,135.6,0.1,4,1.5,318.6,26,-0.126,1,115,372.6,0.004297,2025-10-27
1207,Cereal,Value,5.0,1,1,4,30.6,27.5,10,4.5,284.5,45,0.095,0,1,5.0,4.2e-05,2025-10-27
